t_ms,pd,vd,an,ae,ad,q0,q1,q2,q3,ax,ay,az,hax,hay,haz,gx,gy,gz,mx,my,mz,baro_temp,baro_press,baro_alt,batt_mv,batt_pct
816636,5.744,2.871,2.296,-1.580,0.549,0.21957,-0.93974,-0.26078,-0.03469,-0.041,0.616,0.760,0.098,1.075,0.830,9.399,-5.371,-0.549,-0.549,-0.107,0.539,310.20,100660.7,55.45,0,0
818046,14.802,11.824,-7.084,4.690,5.035,0.67049,-0.62991,-0.06358,0.38823,-0.023,0.700,0.710,0.586,0.977,0.879,-3.967,-1.770,-0.305,-0.514,-0.111,0.563,310.18,100659.8,55.53,0,0
819336,10.367,3.069,-2.426,2.607,0.786,0.50723,-0.82202,-0.20538,0.15998,-0.028,0.671,0.713,0.440,1.075,1.172,10.559,-3.540,-2.014,-0.494,-0.112,0.563,310.17,100660.6,55.45,0,0
820564,5.351,0.068,2.600,-2.850,0.759,0.20344,-0.93909,-0.27887,0.00360,-0.024,0.716,0.692,0.342,1.172,0.928,-0.122,-0.977,0.305,-0.476,-0.106,0.565,310.18,100659.9,55.51,0,0
821964,10.163,9.170,-5.765,6.246,5.217,0.75078,-0.58239,-0.10680,0.29495,-0.030,0.711,0.687,0.684,1.075,1.075,-1.587,-0.366,0.305,-0.492,-0.117,0.569,310.20,100660.4,55.47,0,0
823194,-0.319,-0.749,-1.980,1.896,0.356,0.48645,-0.83357,-0.21435,0.15446,-0.028,0.715,0.692,0.684,0.928,0.733,-0.732,-0.732,0.854,-0.489,-0.114,0.571,310.19,100660.1,55.50,0,0
824542,-7.575,-0.951,3.290,-3.416,1.298,0.15854,-0.94383,-0.29120,-0.02205,-0.024,0.711,0.688,0.586,0.928,0.586,-0.671,-0.977,0.488,-0.489,-0.117,0.568,310.19,100660.2,55.49,0,0
825937,-3.717,6.820,-5.839,5.660,4.455,0.71600,-0.61776,-0.11972,0.30434,-0.024,0.715,0.694,0.537,0.928,0.537,-0.610,-0.854,0.366,-0.491,-0.115,0.570,310.14,100660.3,55.48,0,0
827277,-12.861,-1.694,-1.137,0.917,0.126,0.43189,-0.86064,-0.23678,0.13362,-0.023,0.713,0.690,0.537,1.172,0.977,-0.854,-0.671,0.488,-0.495,-0.122,0.572,310.11,100659.9,55.51,0,0
828445,-14.946,-0.317,4.164,-3.328,1.596,0.14658,-0.93681,-0.31353,-0.06173,-0.025,0.716,0.689,0.537,0.830,0.684,-0.671,-0.549,0.366,-0.497,-0.120,0.573,310.12,100660.5,55.46,0,0
829705,-17.004,2.222,-5.403,3.950,2.745,0.62716,-0.70550,-0.14275,0.29966,-0.027,0.718,0.689,0.635,0.977,0.635,-0.610,-1.038,0.488,-0.496,-0.122,0.572,310.07,100660.6,55.46,0,0
830918,-26.385,-3.114,0.059,-0.231,0.014,0.36736,-0.88873,-0.25952,0.09549,-0.026,0.720,0.688,0.537,1.075,0.733,-0.916,-0.610,0.610,-0.496,-0.119,0.573,310.09,100660.3,55.48,0,0
832063,-18.814,9.165,-4.719,7.518,5.877,0.80624,-0.52668,-0.16109,0.21889,-0.021,0.719,0.686,0.391,1.221,1.026,-0.671,-0.916,-0.183,-0.500,-0.125,0.573,310.08,100660.0,55.50,0,0
833398,-23.969,2.137,-1.698,2.465,0.501,0.50774,-0.81172,-0.25277,0.14336,-0.027,0.718,0.690,0.537,1.026,0.879,-0.854,-0.732,0.488,-0.516,-0.131,0.580,310.07,100660.5,55.46,0,0
834596,-24.088,2.236,2.070,-3.312,0.847,0.18312,-0.93671,-0.29510,0.05477,-0.025,0.715,0.690,0.489,1.172,0.733,-0.671,-1.038,0.732,-0.509,-0.128,0.577,310.10,100660.1,55.50,0,0
835811,-17.975,7.770,-4.131,5.900,3.306,0.70326,-0.64678,-0.20317,0.21700,-0.009,0.715,0.689,0.147,1.368,0.684,-1.709,-0.305,0.061,-0.493,-0.119,0.574,310.08,100660.6,55.46,0,0
837151,-20.435,2.151,-0.197,0.129,0.001,0.38651,-0.87182,-0.27910,0.11764,-0.020,0.727,0.684,0.489,1.075,0.733,-0.488,-0.244,0.488,-0.478,-0.113,0.566,310.04,100659.6,55.54,0,0
838482,-14.414,5.798,3.915,-4.400,2.021,0.01710,-0.94584,-0.32298,-0.04433,-0.033,0.608,0.784,0.342,1.026,0.782,-0.671,-0.305,0.610,-0.603,-0.112,0.529,310.06,100660.3,55.48,0,0
839757,-8.442,6.989,-4.296,4.520,2.341,0.58985,-0.74730,-0.21579,0.21864,-0.035,0.607,0.786,0.537,1.026,0.830,-0.671,-0.854,0.488,-0.605,-0.114,0.527,310.03,100660.3,55.48,0,0
841122,-10.136,1.813,0.945,-1.172,0.179,0.23911,-0.92269,-0.29983,0.05239,-0.035,0.603,0.784,0.586,0.537,0.098,-0.854,-0.488,0.488,-0.609,-0.112,0.531,310.05,100660.4,55.47,0,0
842430,6.489,14.144,-6.391,6.202,5.860,0.73573,-0.57513,-0.13796,0.33129,-0.007,0.656,0.750,0.293,0.684,0.977,-0.854,-0.427,0.549,-0.469,-0.086,0.519,310.05,100660.6,55.45,0,0
843810,2.713,3.878,-1.998,1.765,0.409,0.44287,-0.84394,-0.25440,0.16752,-0.006,0.654,0.744,0.586,0.879,0.879,-0.488,-0.549,0.549,-0.455,-0.080,0.519,310.06,100660.4,55.47,0,0
845145,3.637,3.903,4.061,-3.533,1.592,0.10817,-0.95428,-0.26576,-0.09090,-0.015,0.657,0.749,0.440,1.075,0.586,-3.052,9.216,4.089,-0.476,-0.089,0.525,310.10,100660.7,55.45,0,0
846358,0.285,2.094,-4.011,3.411,1.541,0.59142,-0.75990,-0.12148,0.24350,0.000,0.744,0.664,0.342,1.026,0.586,-0.793,-1.038,0.427,-0.430,-0.094,0.566,310.11,100660.5,55.46,0,0
847683,-9.881,-2.135,1.717,-1.573,0.285,0.30640,-0.92307,-0.23359,0.02591,-0.005,0.748,0.657,0.440,1.417,0.537,-1.038,-0.610,0.305,-0.425,-0.092,0.564,310.10,100661.0,55.42,0,0
849183,9.100,17.484,-7.239,6.192,7.990,0.77776,-0.46830,0.00471,0.42047,-0.000,0.747,0.661,0.733,0.928,0.733,-0.610,-0.244,0.488,-0.428,-0.092,0.565,310.08,100660.2,55.48,0,0
850486,7.499,5.721,-3.615,2.934,1.152,0.56410,-0.78301,-0.13561,0.22713,0.002,0.746,0.657,0.489,1.172,0.537,-0.305,-0.427,0.671,-0.421,-0.091,0.562,310.10,100660.9,55.43,0,0
851926,9.405,2.352,2.598,-2.191,0.584,0.26234,-0.93257,-0.25041,-0.00700,-0.003,0.747,0.658,0.391,0.879,0.391,-0.549,-0.732,0.305,-0.422,-0.089,0.565,310.12,100660.6,55.45,0,0
853266,27.689,11.316,-6.699,5.276,5.037,0.71393,-0.59052,-0.04609,0.37507,0.002,0.754,0.652,0.586,1.368,0.928,-0.610,-0.732,0.427,-0.420,-0.091,0.562,310.11,100660.6,55.45,0,0
854599,24.726,-0.391,-1.696,1.167,0.142,0.46948,-0.84941,-0.18230,0.16092,0.004,0.751,0.655,0.489,1.075,0.684,-0.793,-0.488,0.549,-0.418,-0.088,0.563,310.11,100660.4,55.47,0,0
855844,20.990,-3.020,3.907,-2.980,1.221,0.19231,-0.94026,-0.27699,-0.05724,0.002,0.740,0.670,0.635,1.075,0.440,-0.183,-1.160,0.427,-0.414,-0.082,0.551,310.12,100660.6,55.46,0,0
857329,20.996,4.580,-7.028,4.954,5.226,0.69830,-0.59498,-0.04785,0.39656,0.000,0.742,0.667,0.537,0.879,0.586,-0.793,-1.038,0.427,-0.417,-0.083,0.552,310.14,100660.5,55.46,0,0
858757,4.242,-7.508,-1.360,0.688,0.024,0.43576,-0.86463,-0.20254,0.15075,-0.001,0.738,0.671,0.879,1.124,0.586,-2.441,-0.305,0.366,-0.432,-0.091,0.556,310.14,100660.8,55.44,0,0
860077,-1.313,-5.719,5.301,-2.791,2.030,0.16863,-0.92645,-0.31319,-0.12776,0.001,0.736,0.667,0.537,1.270,0.733,-0.488,-0.610,0.488,-0.428,-0.087,0.556,310.14,100660.8,55.43,0,0
861532,-4.622,-1.121,-6.874,3.492,3.824,0.62083,-0.67200,-0.06134,0.40027,0.006,0.743,0.667,1.026,0.977,0.977,-0.183,-0.305,0.488,-0.423,-0.087,0.554,310.13,100660.6,55.45,0,0
862760,-17.282,-9.475,-0.856,0.290,0.031,0.41284,-0.87515,-0.21526,0.13612,0.002,0.736,0.667,0.782,1.319,0.879,-0.916,-0.977,0.244,-0.425,-0.087,0.555,310.13,100661.1,55.41,0,0
863935,-23.139,-6.094,6.206,-1.611,2.425,0.20964,-0.89658,-0.34426,-0.18610,-0.001,0.741,0.665,0.586,1.368,0.586,-0.671,-0.732,0.366,-0.425,-0.088,0.554,310.14,100660.4,55.47,0,0
865225,-33.013,-5.646,-5.783,1.191,2.073,0.50215,-0.77681,-0.09954,0.36645,0.005,0.739,0.668,0.830,1.075,0.586,-0.732,-0.671,0.488,-0.425,-0.086,0.556,310.10,100660.6,55.45,0,0
866483,-46.073,-8.624,2.062,-0.569,0.300,0.33537,-0.90295,-0.27016,0.01467,0.007,0.735,0.669,0.489,1.075,0.684,-0.549,-0.488,0.549,-0.425,-0.088,0.553,310.11,100660.8,55.44,0,0
867773,-40.090,5.134,-8.491,2.319,5.767,0.57562,-0.63131,-0.00232,0.51910,0.004,0.736,0.668,0.195,1.417,0.586,-0.488,-0.305,0.427,-0.426,-0.086,0.555,310.10,100660.8,55.44,0,0
869021,-47.612,-2.099,-2.142,0.436,0.284,0.43338,-0.85820,-0.19512,0.19470,0.002,0.740,0.670,0.489,1.221,1.124,-0.732,-0.610,0.427,-0.425,-0.088,0.554,310.12,100660.7,55.44,0,0
870281,-45.325,1.879,5.609,-1.267,1.871,0.23834,-0.89913,-0.33670,-0.15065,0.005,0.742,0.673,0.830,1.270,0.782,-0.488,-0.305,0.183,-0.426,-0.085,0.553,310.09,100660.7,55.44,0,0
871541,-39.790,5.287,-6.223,1.221,2.466,0.50748,-0.76274,-0.09213,0.38894,0.002,0.737,0.669,0.684,0.977,0.733,-0.549,-0.671,0.427,-0.426,-0.089,0.553,310.10,100661.2,55.40,0,0
872814,-38.572,2.041,1.679,-0.506,0.211,0.34497,-0.89861,-0.27076,0.03434,0.003,0.740,0.667,0.489,1.124,0.635,-0.732,-0.732,0.732,-0.426,-0.087,0.555,310.11,100661.1,55.41,0,0
874169,-12.923,18.610,-8.950,2.318,6.822,0.58362,-0.58873,0.01518,0.55870,0.004,0.740,0.669,0.782,1.075,0.586,-0.488,-0.854,0.671,-0.424,-0.088,0.554,310.12,100661.0,55.42,0,0
875564,-5.423,8.004,-2.402,0.496,0.325,0.43998,-0.84972,-0.20159,0.21188,0.004,0.741,0.666,0.440,0.928,1.075,-0.549,-0.854,0.366,-0.424,-0.086,0.555,310.10,100661.1,55.41,0,0
876807,9.681,8.159,5.301,-1.222,1.581,0.24289,-0.89829,-0.34555,-0.12633,0.003,0.743,0.669,0.684,1.124,0.733,-0.977,-0.854,0.366,-0.423,-0.088,0.553,310.11,100661.1,55.41,0,0
878112,22.193,8.958,-6.894,1.225,3.028,0.52015,-0.73153,-0.09085,0.43059,0.000,0.739,0.665,0.489,1.221,0.879,-0.671,-1.465,0.366,-0.424,-0.086,0.555,310.12,100660.7,55.44,0,0
879422,17.743,-0.347,0.968,-0.343,0.028,0.35833,-0.88937,-0.27610,0.07486,0.005,0.737,0.666,0.879,1.124,0.879,-0.732,-0.427,0.610,-0.424,-0.088,0.553,310.11,100660.7,55.44,0,0
880785,33.261,14.836,-8.926,3.085,7.563,0.63722,-0.53037,0.00515,0.55870,0.004,0.740,0.665,0.537,1.221,0.879,-0.549,-0.671,0.427,-0.421,-0.085,0.554,310.11,100660.8,55.43,0,0
882135,24.301,1.609,-3.490,1.047,0.602,0.47824,-0.81475,-0.19980,0.26215,0.005,0.747,0.665,0.928,1.270,0.635,-0.854,-0.732,0.366,-0.423,-0.087,0.552,310.12,100661.2,55.40,0,0
883320,20.560,-1.123,3.647,-1.261,0.735,0.26875,-0.90528,-0.32932,-0.03255,0.006,0.739,0.666,0.830,1.026,0.586,-0.977,-0.122,0.366,-0.423,-0.086,0.555,310.14,100661.5,55.38,0,0
884643,24.326,6.002,-7.819,2.365,4.494,0.58525,-0.65323,-0.07091,0.47564,0.008,0.739,0.667,0.635,0.977,0.830,-0.916,-0.732,0.488,-0.419,-0.087,0.553,310.12,100660.7,55.45,0,0
886068,16.464,-3.019,-0.568,0.062,-0.043,0.39693,-0.86727,-0.26517,0.14491,0.001,0.741,0.666,0.293,1.417,0.586,-0.305,-0.793,0.427,-0.418,-0.084,0.553,310.15,100661.2,55.40,0,0
887268,26.855,1.003,6.775,-0.982,2.673,0.20516,-0.87368,-0.39624,-0.19643,0.006,0.743,0.667,0.782,1.417,0.928,-0.854,-1.038,0.427,-0.418,-0.086,0.552,310.14,100660.5,55.46,0,0
888496,30.548,-3.174,-4.886,0.520,1.261,0.47058,-0.79591,-0.16820,0.34211,0.002,0.743,0.670,0.635,1.124,0.879,-0.610,-0.549,0.305,-0.419,-0.084,0.554,310.14,100660.3,55.48,0,0
889911,28.705,-7.516,4.019,-1.419,0.809,0.22272,-0.90410,-0.36359,-0.04463,-0.006,0.710,0.712,0.489,0.879,0.830,-7.568,-1.831,-0.671,-0.449,-0.076,0.544,310.18,100661.3,55.40,0,0
891126,35.457,-6.708,-6.862,1.935,3.027,0.53131,-0.71988,-0.14334,0.42319,0.010,0.686,0.722,0.586,0.977,1.026,-1.221,0.610,0.671,-0.415,-0.049,0.545,310.17,100660.7,55.44,0,0
892399,22.330,-16.393,0.391,-0.812,0.472,0.26439,-0.92910,-0.25289,0.06350,-0.017,0.574,0.750,0.391,0.928,0.928,-7.263,7.629,3.418,-0.520,-0.081,0.558,310.20,100661.0,55.42,0,0
893689,12.545,-9.918,-4.965,7.130,5.313,0.78453,-0.55155,-0.13404,0.25217,0.000,0.731,0.678,0.635,0.977,0.635,-0.671,-0.671,0.244,-0.446,-0.085,0.566,310.21,100661.1,55.41,0,0
894894,-17.720,-20.214,-1.847,2.526,0.479,0.52147,-0.81100,-0.21498,0.15946,0.004,0.737,0.669,0.733,0.977,0.489,0.000,-0.305,0.488,-0.443,-0.089,0.565,310.21,100661.0,55.42,0,0
896212,-48.447,-20.774,2.381,-3.289,0.872,0.19209,-0.94374,-0.26919,0.03492,-0.001,0.733,0.678,0.342,1.075,0.782,-0.183,-0.549,0.305,-0.442,-0.088,0.565,310.20,100661.3,55.40,0,0
897622,-63.181,-9.094,-4.802,6.776,4.851,0.76633,-0.57759,-0.13525,0.24922,0.000,0.734,0.669,0.244,1.124,0.440,-2.991,0.488,0.122,-0.437,-0.090,0.564,310.19,100660.7,55.44,0,0
898882,-86.905,-14.676,-1.409,1.806,0.341,0.48744,-0.83155,-0.22440,0.14688,-0.003,0.743,0.667,0.147,0.928,0.782,-0.488,-0.977,0.305,-0.441,-0.093,0.565,310.20,100660.9,55.43,0,0
900263,-103.859,-10.157,2.921,-4.061,1.527,0.14489,-0.94987,-0.27839,0.02292,-0.001,0.739,0.665,0.537,1.221,0.830,-0.366,-1.465,0.549,-0.441,-0.093,0.564,310.19,100660.9,55.43,0,0
901448,-120.461,-4.433,-3.865,4.887,2.468,0.65972,-0.69398,-0.18514,0.22397,-0.003,0.741,0.667,0.440,1.221,0.635,-0.671,-1.099,0.305,-0.439,-0.092,0.565,310.17,100661.1,55.41,0,0
902828,-148.561,-3.932,0.548,-0.886,0.235,0.33610,-0.89945,-0.26335,0.09963,0.001,0.736,0.673,0.733,1.319,0.928,-0.671,-0.793,0.427,-0.445,-0.097,0.565,310.17,100660.6,55.46,0,0
904041,-176.290,18.112,-4.596,7.619,6.230,0.81390,-0.51343,-0.16226,0.22108,-0.004,0.736,0.669,0.489,1.026,0.830,-0.488,-0.793,0.305,-0.445,-0.095,0.566,310.20,100660.9,55.43,0,0
905471,-264.969,31.532,-1.465,2.198,0.836,0.50406,-0.81375,-0.24948,0.15080,-0.005,0.740,0.664,0.537,1.026,0.879,-0.671,-0.732,0.549,-0.444,-0.098,0.565,310.23,100661.0,55.42,0,0
906639,-934.826,194.610,2.079,-3.449,3.176,0.19040,-0.93778,-0.28345,0.07050,0.001,0.742,0.667,0.733,1.172,1.026,-0.488,-0.732,0.366,-0.445,-0.097,0.565,310.22,100661.4,55.39,0,0
907794,308.974,-119.360,-3.629,5.919,2.286,0.70380,-0.65067,-0.20950,0.19664,-0.004,0.740,0.670,0.635,1.026,0.440,0.183,-0.549,0.244,-0.447,-0.099,0.565,310.23,100660.7,55.45,0,0
909129,43.341,-76.675,0.060,-0.265,-0.182,0.37237,-0.87955,-0.27322,0.11961,-0.004,0.738,0.667,0.782,0.830,0.635,-2.014,-0.610,0.488,-0.440,-0.095,0.565,310.22,100661.2,55.40,0,0
910542,-40.758,-51.594,-4.057,8.716,8.737,0.90040,-0.36499,-0.16902,0.16960,-0.000,0.742,0.660,0.684,1.124,1.026,-1.282,-0.366,0.000,-0.452,-0.109,0.571,310.22,100660.5,55.46,0,0
911727,-120.112,-59.536,-2.589,5.330,2.081,0.65698,-0.69327,-0.25203,0.15847,-0.003,0.742,0.662,0.733,1.270,0.635,-0.366,-0.854,0.366,-0.452,-0.107,0.570,310.22,100660.8,55.43,0,0
913077,-172.938,-51.048,0.636,-1.432,0.241,0.31353,-0.89662,-0.29133,0.11892,-0.006,0.748,0.661,0.391,1.270,0.928,-0.732,-0.671,0.305,-0.451,-0.108,0.569,310.22,100660.3,55.48,0,0
914275,-154.669,-21.443,-4.096,7.708,5.604,0.80513,-0.51975,-0.21668,0.18948,0.002,0.743,0.669,0.733,0.733,0.879,-0.244,-0.916,0.122,-0.450,-0.107,0.570,310.20,100660.5,55.46,0,0
915630,-141.106,-16.682,-1.264,2.174,0.474,0.49811,-0.80410,-0.28735,0.15466,-0.002,0.747,0.662,0.342,1.172,0.440,-0.122,-0.549,0.427,-0.445,-0.105,0.567,310.21,100660.4,55.47,0,0
917040,-122.770,-6.922,2.418,-4.329,1.520,0.13488,-0.93828,-0.30865,0.08632,-0.003,0.747,0.660,0.537,1.026,0.684,-0.366,-0.427,0.610,-0.446,-0.104,0.570,310.21,100660.6,55.45,0,0
918268,-103.571,2.197,-3.452,5.701,2.836,0.69345,-0.64899,-0.24860,0.19341,-0.005,0.746,0.662,0.684,1.026,0.733,-0.610,-0.977,0.427,-0.443,-0.106,0.568,310.24,100660.5,55.46,0,0
919618,-92.364,1.461,0.089,-0.401,0.173,0.36448,-0.86955,-0.30731,0.13355,-0.012,0.740,0.661,0.537,1.075,0.440,-0.244,-0.671,0.732,-0.443,-0.104,0.568,310.24,100660.2,55.49,0,0
921063,-47.237,28.887,-4.356,8.592,9.440,0.90795,-0.33195,-0.19016,0.17470,-0.004,0.744,0.657,0.440,1.221,0.635,-0.183,-0.916,0.427,-0.419,-0.101,0.554,310.25,100660.1,55.49,0,0
922321,-32.025,19.739,-2.603,5.161,1.697,0.64187,-0.69341,-0.28478,0.16543,-0.003,0.765,0.674,0.635,1.612,0.782,-2.869,-0.671,0.427,-0.426,-0.102,0.555,310.26,100660.9,55.43,0,0
923761,-10.714,16.785,0.516,-1.044,0.097,0.25197,-0.89850,-0.34631,0.10261,-0.025,0.620,0.779,0.928,1.124,0.879,-0.732,-1.160,0.366,-0.565,-0.115,0.518,310.28,100661.4,55.39,0,0
924991,27.046,29.537,-4.092,7.878,5.875,0.77889,-0.55105,-0.26296,0.14462,-0.024,0.617,0.777,0.830,0.928,0.782,-0.793,-0.671,0.244,-0.543,-0.106,0.518,310.27,100660.3,55.48,0,0
926224,41.853,18.515,-1.448,2.795,0.476,0.45793,-0.81398,-0.33759,0.12269,-0.026,0.620,0.780,0.782,1.026,0.782,-0.854,-0.427,-0.061,-0.530,-0.103,0.514,310.26,100660.8,55.44,0,0
927454,50.511,14.127,1.739,-3.899,0.957,0.08103,-0.93008,-0.34617,0.09841,-0.020,0.609,0.783,0.489,1.075,0.830,-0.061,-1.160,1.038,-0.542,-0.104,0.517,310.26,100660.0,55.50,0,0
928759,57.826,16.239,-2.150,7.346,3.821,0.69484,-0.64650,-0.31063,0.05066,-0.037,0.598,0.787,0.879,1.221,0.782,-1.953,2.197,-0.305,-0.546,-0.101,0.513,310.25,100660.4,55.47,0,0
929987,48.128,5.505,-1.725,1.286,0.131,0.38853,-0.84908,-0.31725,0.16833,-0.008,0.612,0.787,0.244,1.075,0.928,8.606,-2.014,5.493,-0.594,-0.119,0.527,310.25,100660.1,55.49,0,0
931192,43.185,7.104,5.496,-3.744,2.887,-0.05072,-0.95159,-0.18704,-0.24123,0.012,0.417,0.878,0.586,0.684,1.124,-22.156,36.377,9.277,-0.525,0.000,0.505,310.24,100660.5,55.46,0,0
932467,30.188,1.420,-2.984,2.705,0.904,0.45742,-0.87145,-0.05339,0.16579,-0.009,0.588,0.798,0.537,0.928,0.928,-0.488,-0.549,0.549,-0.453,-0.005,0.585,310.23,100660.6,55.45,0,0
933845,19.147,-0.739,3.098,-3.082,1.008,0.13062,-0.97541,-0.14725,-0.10440,0.004,0.594,0.797,0.391,1.270,1.075,-0.244,-1.160,0.366,-0.449,-0.003,0.586,310.26,100660.6,55.45,0,0
935120,19.149,3.444,-5.470,5.139,3.386,0.59602,-0.74367,0.00657,0.30179,0.015,0.619,0.792,0.537,0.879,1.075,-0.122,-1.282,1.465,-0.453,-0.005,0.590,310.26,100661.1,55.41,0,0
936323,8.193,-4.119,-0.599,-0.581,0.126,0.29810,-0.94549,-0.11245,0.07430,0.001,0.610,0.771,0.586,1.221,0.782,-5.615,-3.784,1.892,-0.462,-0.006,0.600,310.27,100660.4,55.47,0,0
937673,15.897,9.870,6.477,6.616,6.896,0.60607,-0.63320,-0.25386,-0.40937,0.007,0.609,0.786,0.684,0.977,0.879,-0.671,-0.427,0.183,-0.466,-0.008,0.599,310.27,100661.0,55.41,0,0
938963,3.420,-2.357,1.506,1.483,0.286,0.38155,-0.91077,-0.15120,-0.03434,0.006,0.610,0.777,0.537,0.879,0.830,-0.488,-0.671,0.244,-0.466,-0.009,0.599,310.27,100660.9,55.43,0,0
940191,-0.299,-0.075,-4.545,-4.613,2.447,0.09091,-0.94485,-0.02402,0.31389,0.010,0.611,0.787,0.635,1.124,0.977,-0.732,-1.099,0.549,-0.466,-0.008,0.600,310.26,100660.8,55.43,0,0
941576,-8.600,-0.746,4.262,4.161,2.115,0.48646,-0.82521,-0.19814,-0.20837,0.007,0.600,0.792,0.635,0.928,0.635,-0.061,-0.244,0.549,-0.487,-0.014,0.598,310.28,100660.5,55.46,0,0
942806,-20.036,-5.070,-2.053,-2.037,0.478,0.22051,-0.95857,-0.08317,0.15836,0.001,0.595,0.794,0.440,1.075,1.270,-0.305,-0.732,0.366,-0.482,-0.011,0.602,310.28,100660.3,55.48,0,0
944169,-18.759,4.537,6.264,5.392,4.753,0.52240,-0.73847,-0.23579,-0.35694,0.006,0.579,0.806,0.635,1.026,1.026,-1.282,-0.549,0.366,-0.490,-0.009,0.589,310.31,100660.5,55.46,0,0
945624,-30.651,-3.271,-0.898,-0.838,0.174,0.26462,-0.95430,-0.10373,0.09359,0.004,0.577,0.805,0.586,1.026,1.026,-0.793,-0.305,0.488,-0.490,-0.007,0.590,310.32,100660.9,55.43,0,0
946964,-15.082,11.501,6.498,6.116,5.985,0.56209,-0.68564,-0.24183,-0.39574,0.003,0.579,0.808,0.830,0.928,0.440,-0.427,-0.977,0.427,-0.490,-0.008,0.590,310.29,100660.4,55.47,0,0
948282,-19.455,1.641,0.740,0.632,0.131,0.32418,-0.93556,-0.13757,0.00457,0.003,0.573,0.808,0.635,1.026,0.684,-0.732,-0.854,0.305,-0.489,-0.007,0.590,310.33,100660.5,55.46,0,0
949602,-8.355,9.749,-6.313,-4.614,4.037,0.06247,-0.90577,0.01290,0.41905,0.004,0.580,0.804,0.684,0.684,0.879,-0.610,-0.427,0.427,-0.489,-0.008,0.589,310.33,100660.5,55.46,0,0
950862,-10.704,2.982,2.257,1.645,0.481,0.36929,-0.91050,-0.16869,-0.08175,0.006,0.582,0.804,0.684,1.026,0.586,-0.732,-1.038,0.366,-0.490,-0.006,0.591,310.32,100660.6,55.45,0,0
952005,-9.068,4.770,-4.698,-3.576,2.072,0.13504,-0.93906,-0.03681,0.31196,0.003,0.579,0.804,0.635,0.977,0.977,-0.732,-0.977,0.366,-0.488,-0.007,0.589,310.33,100660.9,55.43,0,0
953385,-8.787,5.515,4.876,3.536,2.166,0.43361,-0.84348,-0.21153,-0.23890,0.005,0.576,0.812,0.537,1.124,0.635,-0.610,-0.610,0.671,-0.488,-0.006,0.590,310.33,100660.5,55.46,0,0
954675,-10.590,2.588,-2.966,-2.245,0.817,0.20235,-0.95365,-0.07082,0.20868,0.005,0.576,0.805,0.537,0.928,0.635,-0.916,-0.488,0.244,-0.487,-0.007,0.588,310.30,100661.2,55.40,0,0
955813,-7.594,5.047,4.987,3.579,2.308,0.43604,-0.83708,-0.21211,-0.25533,-0.011,0.571,0.806,0.537,1.075,0.830,-0.366,-0.977,0.610,-0.514,-0.007,0.595,310.25,100660.8,55.44,0,0
957168,-9.630,2.402,-3.054,-2.257,0.841,0.19802,-0.95376,-0.06648,0.21432,0.011,0.572,0.812,0.342,0.977,0.782,-0.854,-0.671,0.366,-0.503,-0.005,0.590,310.23,100660.8,55.44,0,0
958443,-2.213,7.360,5.778,4.091,3.140,0.45589,-0.80620,-0.22429,-0.30530,-0.004,0.577,0.807,0.293,0.830,1.124,-0.793,0.122,0.061,-0.484,-0.002,0.588,310.21,100661.1,55.41,0,0
959714,-4.245,1.540,-1.840,-1.522,0.281,0.23522,-0.95628,-0.08559,0.14726,0.012,0.582,0.812,0.489,0.782,0.977,-1.770,-1.160,0.488,-0.491,-0.004,0.587,310.20,100661.1,55.41,0,0
960989,6.997,10.250,5.602,6.144,4.673,0.57396,-0.72868,-0.22636,-0.29875,0.053,0.595,0.800,0.830,0.977,0.391,-0.549,-0.671,0.610,-0.439,-0.036,0.468,310.20,100661.1,55.41,0,0
962329,2.119,1.080,-0.253,-0.270,0.035,0.29318,-0.94659,-0.10636,0.08016,0.050,0.590,0.797,0.684,0.928,1.172,-0.549,-0.183,0.610,-0.439,-0.037,0.466,310.20,100660.7,55.45,0,0
963647,18.228,13.815,6.809,5.938,6.167,0.55246,-0.69015,-0.25241,-0.39492,0.048,0.588,0.802,0.782,1.026,0.830,-0.977,-1.343,0.427,-0.442,-0.036,0.467,310.21,100660.9,55.43,0,0
965042,11.603,1.597,0.515,0.326,0.031,0.29352,-0.94316,-0.15484,0.01266,-0.014,0.544,0.830,0.830,0.977,0.782,-1.038,0.061,0.000,-0.626,-0.059,0.475,310.21,100661.2,55.40,0,0
966392,24.042,10.835,-7.484,-3.981,4.980,0.08425,-0.86368,0.01072,0.49603,-0.011,0.547,0.829,0.684,1.026,0.489,-0.488,-0.916,0.488,-0.627,-0.056,0.477,310.22,100661.3,55.39,0,0
967625,15.255,-0.610,0.859,0.408,0.010,0.29917,-0.94011,-0.16710,-0.00754,-0.008,0.549,0.831,0.733,1.026,0.782,-0.732,-1.465,0.610,-0.622,-0.056,0.475,310.21,100661.5,55.38,0,0
969020,23.284,11.107,-8.994,-0.663,6.143,0.29165,-0.75323,0.05951,0.58710,0.029,0.588,0.802,0.586,0.879,0.782,-0.244,-0.305,0.610,-0.505,-0.044,0.471,310.22,100661.7,55.36,0,0
970445,10.482,-1.633,-0.015,-0.121,-0.009,0.29989,-0.93995,-0.14789,0.05849,0.024,0.589,0.800,0.830,0.684,0.782,-0.671,-0.732,0.427,-0.504,-0.046,0.470,310.23,100661.5,55.38,0,0
