t_ms,pd,vd,an,ae,ad,q0,q1,q2,q3,ax,ay,az,hax,hay,haz,gx,gy,gz,mx,my,mz,baro_temp,baro_press,baro_alt,batt_mv,batt_pct
662537,-0.960,1.991,-1.116,0.383,0.067,0.39173,-0.90811,0.14973,-0.00455,-0.021,0.708,0.701,0.391,1.124,0.440,-1.038,-1.648,0.610,-0.525,-0.109,0.579,310.07,100659.3,55.56,0,0
663767,3.180,8.000,7.094,-3.170,3.944,0.21775,-0.85853,-0.05669,-0.45961,-0.027,0.700,0.703,0.537,1.221,0.879,-1.282,-0.549,0.610,-0.524,-0.110,0.577,310.10,100659.5,55.55,0,0
665057,-5.116,1.351,-2.900,1.218,0.570,0.41426,-0.88727,0.18806,0.08361,-0.029,0.707,0.699,0.830,0.928,0.782,-0.366,-0.549,0.366,-0.525,-0.109,0.579,310.12,100660.1,55.50,0,0
666320,-5.426,5.059,6.183,-2.673,2.801,0.25581,-0.87985,-0.02675,-0.39837,-0.025,0.703,0.698,0.293,0.977,0.782,-0.366,-0.488,0.244,-0.525,-0.112,0.578,310.11,100659.8,55.52,0,0
667655,-10.258,2.473,-4.326,1.748,1.284,0.42258,-0.86412,0.22298,0.16051,-0.027,0.704,0.697,0.830,1.026,0.977,-0.916,-0.061,0.549,-0.525,-0.109,0.579,310.11,100659.4,55.55,0,0
668930,-10.986,3.327,5.220,-2.148,1.804,0.28847,-0.89519,0.00273,-0.33879,-0.027,0.708,0.703,0.440,1.026,0.782,-0.488,-1.160,0.305,-0.525,-0.112,0.578,310.13,100659.4,55.55,0,0
670218,-11.395,3.522,-5.236,1.973,1.796,0.42659,-0.84856,0.23032,0.21291,-0.028,0.709,0.700,0.537,0.928,0.977,-0.488,-1.465,0.427,-0.523,-0.110,0.579,310.12,100659.1,55.58,0,0
671438,-13.265,1.998,4.141,-1.761,1.164,0.30772,-0.90938,0.02360,-0.27849,-0.027,0.705,0.698,0.391,1.026,0.635,-1.038,-0.427,0.549,-0.523,-0.111,0.577,310.11,100659.5,55.55,0,0
672863,-8.237,7.136,-6.754,2.692,3.297,0.43902,-0.79940,0.26710,0.31073,-0.028,0.709,0.702,0.293,1.075,1.075,-0.977,-0.549,0.610,-0.524,-0.109,0.579,310.14,100659.3,55.56,0,0
674121,-11.164,1.181,2.484,-1.196,0.439,0.32997,-0.92247,0.05939,-0.19106,-0.026,0.701,0.702,0.489,0.879,0.635,-1.221,-1.038,0.366,-0.524,-0.111,0.577,310.15,100659.6,55.54,0,0
675366,-4.394,7.406,-6.888,3.122,3.790,0.46037,-0.77924,0.26641,0.33256,-0.028,0.698,0.697,0.830,1.026,0.537,-1.038,-0.916,0.610,-0.524,-0.110,0.578,310.14,100659.5,55.54,0,0
676779,-9.492,1.249,2.849,-1.381,0.548,0.32339,-0.92179,0.04310,-0.20680,-0.028,0.708,0.702,0.537,1.026,0.782,-0.732,-0.854,0.366,-0.522,-0.110,0.576,310.15,100659.7,55.53,0,0
678084,-1.749,7.793,-6.900,3.258,3.769,0.47430,-0.77148,0.26156,0.33504,-0.023,0.710,0.693,0.293,1.172,1.075,-0.854,-0.549,0.244,-0.521,-0.109,0.579,310.17,100659.4,55.55,0,0
679374,-7.984,0.424,1.861,-1.006,0.251,0.33946,-0.92505,0.06339,-0.15548,-0.026,0.708,0.700,0.537,1.026,0.879,-0.549,-0.610,0.549,-0.519,-0.111,0.577,310.17,100659.8,55.52,0,0
680737,1.779,10.854,-7.599,3.904,5.163,0.49617,-0.72155,0.27866,0.39515,-0.032,0.708,0.697,0.635,1.221,0.733,-1.343,-0.671,0.244,-0.520,-0.109,0.578,310.15,100658.8,55.60,0,0
681972,-5.927,0.802,0.069,-0.188,-0.013,0.37257,-0.92076,0.09421,-0.06353,-0.027,0.711,0.699,0.733,1.124,1.026,-0.793,-1.038,0.671,-0.522,-0.112,0.576,310.17,100659.7,55.53,0,0
683277,9.977,16.422,-5.799,7.318,7.260,0.70769,-0.56072,0.24592,0.35327,-0.025,0.707,0.696,0.244,0.733,0.684,-0.793,-0.854,0.427,-0.523,-0.110,0.577,310.18,100659.4,55.55,0,0
684565,5.337,5.115,-1.959,2.278,0.472,0.47497,-0.86846,0.13024,0.05264,-0.024,0.708,0.700,0.684,0.928,1.124,-0.732,-0.854,0.305,-0.524,-0.112,0.577,310.20,100659.3,55.57,0,0
685780,6.680,5.070,3.213,-3.939,1.412,0.18507,-0.95655,0.00664,-0.22663,-0.026,0.705,0.703,0.782,1.514,0.586,-0.305,-0.549,0.610,-0.524,-0.110,0.578,310.22,100659.9,55.51,0,0
687135,12.469,9.362,-4.852,5.589,3.498,0.61622,-0.72253,0.20228,0.23987,-0.025,0.705,0.700,0.537,1.075,0.830,-0.732,-0.732,0.366,-0.522,-0.111,0.577,310.21,100658.8,55.60,0,0
688393,7.976,1.445,0.321,-0.675,-0.014,0.34836,-0.93375,0.05480,-0.06227,-0.029,0.707,0.702,0.733,1.221,0.782,-2.197,-2.380,-0.671,-0.524,-0.108,0.577,310.22,100659.0,55.59,0,0
689743,27.982,17.922,-4.220,8.406,7.615,0.79801,-0.51138,0.18006,0.26180,-0.030,0.704,0.696,0.830,1.172,0.830,-0.732,-0.732,0.488,-0.520,-0.110,0.576,310.22,100659.0,55.58,0,0
690988,26.403,6.094,-2.075,3.990,1.031,0.55888,-0.81936,0.10670,0.07185,-0.030,0.710,0.698,0.537,1.075,0.928,1.526,-1.221,1.099,-0.508,-0.104,0.575,310.23,100659.3,55.56,0,0
692341,24.149,2.058,1.538,-3.309,0.710,0.21953,-0.96805,0.01843,-0.12430,-0.026,0.707,0.694,0.635,0.830,0.879,-0.183,-0.671,0.793,-0.515,-0.112,0.575,310.22,100659.3,55.56,0,0
693586,28.571,6.436,-3.686,6.878,3.896,0.69587,-0.67780,0.14812,0.18587,-0.029,0.703,0.706,0.586,1.612,1.026,-1.282,-1.038,0.488,-0.511,-0.097,0.572,310.24,100659.7,55.53,0,0
694951,15.194,-3.208,-0.247,0.087,-0.005,0.38142,-0.92287,0.05702,-0.02577,-0.026,0.701,0.702,0.586,0.537,0.733,-0.793,-0.793,0.610,-0.510,-0.100,0.570,310.24,100659.5,55.54,0,0
696224,23.339,9.420,9.106,0.609,6.439,0.37724,-0.71534,-0.17780,-0.56151,-0.026,0.704,0.701,0.830,0.879,0.928,-0.793,-0.610,0.549,-0.510,-0.100,0.572,310.26,100659.9,55.52,0,0
697489,8.426,-2.900,0.724,-0.046,0.039,0.37955,-0.92183,0.03788,-0.06446,-0.024,0.701,0.703,0.537,1.172,0.782,-0.549,-0.916,0.305,-0.511,-0.101,0.570,310.26,100659.5,55.55,0,0
698914,13.414,8.685,-8.768,0.650,5.657,0.33034,-0.77869,0.24877,0.47092,-0.029,0.702,0.702,0.342,0.733,0.537,-0.732,-0.732,0.610,-0.511,-0.099,0.573,310.23,100659.6,55.54,0,0
700127,1.523,-2.791,0.286,-0.104,-0.002,0.37681,-0.92472,0.03790,-0.05191,-0.028,0.702,0.703,0.391,1.368,0.782,-0.610,-0.854,0.610,-0.510,-0.103,0.569,310.25,100659.4,55.55,0,0
701312,6.261,7.173,-8.386,2.383,5.475,0.43396,-0.74169,0.23860,0.45371,-0.024,0.702,0.704,0.391,1.172,0.733,-0.366,-0.610,0.427,-0.511,-0.100,0.572,310.26,100659.8,55.52,0,0
702727,-5.840,-2.041,1.239,-0.389,0.096,0.36280,-0.92668,0.01061,-0.09367,-0.027,0.705,0.707,0.391,0.977,0.586,-0.427,-1.099,0.427,-0.509,-0.102,0.571,310.26,100659.9,55.51,0,0
704015,4.111,8.612,-8.152,2.114,4.992,0.42658,-0.76010,0.22196,0.43698,-0.023,0.696,0.704,0.537,1.075,0.782,-0.366,-0.610,0.366,-0.509,-0.101,0.571,310.28,100659.3,55.56,0,0
705215,-3.177,-0.739,0.248,-0.160,0.028,0.37362,-0.92645,0.02289,-0.04223,-0.026,0.702,0.703,0.440,0.928,0.928,-0.610,-0.732,0.427,-0.508,-0.101,0.571,310.28,100659.3,55.57,0,0
706475,7.783,11.922,-8.127,4.094,6.355,0.53685,-0.67051,0.22584,0.46072,-0.025,0.704,0.705,0.635,1.075,0.879,-1.282,-0.488,0.244,-0.509,-0.100,0.571,310.29,100660.5,55.46,0,0
707648,-0.159,1.272,-1.825,0.808,0.185,0.41454,-0.90581,0.05774,0.05815,-0.032,0.705,0.706,0.684,1.075,0.684,-0.488,-0.549,0.427,-0.510,-0.103,0.570,310.28,100660.0,55.50,0,0
708878,0.035,4.883,5.933,-3.398,2.764,0.18426,-0.91821,-0.10892,-0.33245,-0.026,0.705,0.709,0.489,1.172,0.977,-3.418,-0.549,0.854,-0.512,-0.097,0.570,310.26,100659.6,55.53,0,0
710183,-3.979,2.832,-4.682,2.291,1.554,0.47232,-0.84464,0.12371,0.22076,-0.017,0.699,0.710,0.782,0.928,0.782,-0.854,-1.038,0.549,-0.510,-0.098,0.567,310.26,100659.2,55.57,0,0
711456,-8.171,0.866,3.698,-1.939,0.947,0.27770,-0.93512,-0.06202,-0.20870,-0.032,0.701,0.707,0.293,1.417,0.879,-1.221,-0.671,0.366,-0.508,-0.099,0.571,310.26,100660.5,55.46,0,0
712646,-7.017,4.215,-6.052,2.905,2.784,0.50070,-0.79913,0.14833,0.29845,-0.027,0.702,0.700,0.537,1.124,0.977,-0.671,-1.343,0.610,-0.510,-0.102,0.568,310.27,100659.8,55.52,0,0
713981,-13.456,-0.289,2.454,-1.328,0.432,0.31439,-0.93764,-0.03892,-0.14010,-0.024,0.705,0.704,0.635,1.026,1.026,-0.488,-0.854,0.732,-0.511,-0.100,0.571,310.27,100660.0,55.50,0,0
715254,-5.443,8.409,-7.210,3.753,4.416,0.53698,-0.73209,0.17552,0.38112,-0.022,0.707,0.703,0.489,1.612,0.489,-0.244,-0.671,0.183,-0.508,-0.101,0.569,310.27,100659.7,55.53,0,0
716454,-11.890,0.183,-0.077,-0.144,-0.039,0.37488,-0.92627,-0.00184,-0.01414,-0.028,0.709,0.706,0.830,1.026,0.879,-1.404,-0.793,-0.122,-0.506,-0.098,0.570,310.25,100659.4,55.55,0,0
717809,7.787,18.848,-0.981,9.571,8.289,0.89256,-0.44761,0.03155,0.05007,-0.026,0.709,0.705,0.244,1.026,1.026,1.099,-0.488,0.366,-0.505,-0.096,0.567,310.24,100659.9,55.51,0,0
719110,6.787,8.177,-0.691,5.044,1.409,0.61513,-0.78883,0.00544,0.02298,-0.023,0.705,0.704,0.635,1.221,0.489,-0.916,-1.221,0.732,-0.509,-0.098,0.570,310.24,100660.1,55.50,0,0
720325,5.065,3.353,0.180,-2.025,0.182,0.28031,-0.96010,-0.02123,-0.01391,-0.025,0.703,0.705,0.244,0.928,0.782,-1.038,-0.977,0.244,-0.509,-0.100,0.570,310.26,100659.8,55.52,0,0
721628,17.127,14.806,-0.935,8.889,6.029,0.83271,-0.55350,0.00813,0.03670,-0.028,0.701,0.704,0.782,0.782,0.977,-0.549,-0.916,0.366,-0.510,-0.099,0.571,310.24,100659.6,55.53,0,0
722923,11.329,4.682,-0.425,3.309,0.544,0.53175,-0.84726,-0.01550,0.01220,-0.026,0.701,0.708,0.684,0.928,0.782,-0.549,-0.671,0.305,-0.509,-0.100,0.569,310.25,100659.9,55.52,0,0
724213,8.141,2.793,0.458,-4.046,0.896,0.17246,-0.98484,-0.03360,-0.02075,-0.024,0.701,0.702,0.195,1.026,0.586,-1.038,-0.122,0.244,-0.510,-0.099,0.571,310.25,100659.8,55.52,0,0
725591,16.554,11.429,-1.238,8.417,4.946,0.79747,-0.60170,0.00684,0.05618,-0.019,0.709,0.709,0.440,0.977,0.635,-0.061,-0.549,0.244,-0.509,-0.100,0.570,310.25,100659.5,55.55,0,0
726851,10.091,1.805,-0.561,2.349,0.309,0.49050,-0.87128,-0.02723,0.02291,-0.027,0.699,0.701,0.537,0.782,1.221,-1.099,-1.465,0.671,-0.510,-0.098,0.571,310.25,100659.8,55.52,0,0
728206,6.932,1.493,1.000,-4.961,1.403,0.12009,-0.99115,-0.05626,-0.03578,-0.021,0.705,0.701,0.489,1.075,0.733,-0.793,-0.427,0.305,-0.508,-0.100,0.570,310.26,100659.2,55.57,0,0
729554,10.359,6.160,-1.889,7.381,3.752,0.74345,-0.66404,-0.00010,0.08706,-0.024,0.700,0.705,0.830,1.172,0.684,-0.549,-1.404,0.305,-0.510,-0.098,0.570,310.24,100659.9,55.52,0,0
730799,0.500,-2.551,-0.424,0.984,0.003,0.43016,-0.90192,-0.04197,0.02689,-0.020,0.710,0.700,0.684,1.026,0.733,-1.099,-1.160,0.610,-0.506,-0.101,0.569,310.22,100659.7,55.53,0,0
732194,-4.233,0.151,2.349,-5.774,2.280,0.05746,-0.98999,-0.09478,-0.09435,-0.021,0.701,0.703,0.782,0.879,0.879,-0.488,-0.671,0.488,-0.513,-0.100,0.570,310.18,100659.5,55.54,0,0
733532,-7.782,0.988,-2.605,5.978,2.561,0.67289,-0.73022,0.00976,0.12313,-0.028,0.703,0.704,0.244,1.270,0.635,-0.732,-0.671,0.488,-0.511,-0.102,0.569,310.18,100659.5,55.55,0,0
734957,-19.806,-4.966,0.343,-1.162,0.056,0.32534,-0.94441,-0.05857,-0.00781,-0.028,0.708,0.702,0.537,1.417,0.733,-0.610,-0.732,0.610,-0.512,-0.101,0.571,310.19,100660.0,55.51,0,0
736262,-5.123,11.141,-3.078,8.650,6.841,0.83701,-0.52408,0.02422,0.15903,-0.027,0.699,0.699,0.586,1.221,1.124,-0.793,-1.160,0.427,-0.512,-0.101,0.569,310.19,100659.8,55.52,0,0
737670,-11.537,1.224,-1.228,3.288,0.674,0.53355,-0.84366,-0.03379,0.05987,-0.022,0.699,0.707,0.586,1.124,0.635,-0.366,-0.183,0.366,-0.512,-0.098,0.569,310.17,100659.7,55.53,0,0
738980,-13.357,-0.071,1.337,-3.716,0.865,0.18422,-0.97901,-0.08287,-0.04388,-0.025,0.698,0.704,0.489,1.172,1.075,-0.305,-0.488,0.366,-0.511,-0.100,0.568,310.16,100660.1,55.49,0,0
740435,0.528,12.224,-3.193,8.217,5.850,0.80550,-0.57073,0.01989,0.16182,-0.026,0.702,0.700,0.733,0.928,0.830,-0.549,-0.854,0.366,-0.512,-0.100,0.571,310.12,100659.8,55.52,0,0
741813,-3.692,1.585,-1.107,2.462,0.345,0.49621,-0.86590,-0.04535,0.05556,-0.028,0.702,0.707,0.147,0.977,0.244,-0.732,-0.610,0.549,-0.510,-0.101,0.569,310.12,100660.3,55.48,0,0
742998,-3.204,0.360,1.739,-3.913,0.981,0.17067,-0.97903,-0.09855,-0.06184,-0.032,0.698,0.706,0.733,0.879,0.782,-0.488,-0.305,0.366,-0.510,-0.099,0.571,310.10,100659.8,55.52,0,0
744278,-0.427,5.115,-3.277,6.834,3.709,0.72016,-0.67557,0.00883,0.16146,-0.024,0.701,0.705,0.537,1.124,0.586,-0.610,-0.305,0.244,-0.511,-0.101,0.569,310.11,100659.3,55.56,0,0
745506,-9.723,-2.279,-0.563,0.909,0.087,0.42261,-0.90450,-0.05652,0.03692,-0.024,0.698,0.704,0.733,1.075,0.684,-0.549,-0.427,0.549,-0.510,-0.098,0.570,310.13,100660.0,55.50,0,0
746691,-13.130,0.222,3.258,-4.936,2.020,0.10211,-0.97817,-0.12722,-0.13356,-0.025,0.705,0.701,0.586,0.879,0.977,-0.671,-0.366,0.549,-0.509,-0.100,0.568,310.16,100659.8,55.52,0,0
747996,-15.449,2.490,-3.806,5.316,2.605,0.64458,-0.74185,0.02013,0.18682,-0.030,0.704,0.704,0.537,1.075,1.172,-1.038,-0.793,0.488,-0.509,-0.099,0.569,310.13,100660.0,55.50,0,0
749229,-22.309,-2.101,0.244,-0.583,0.130,0.35074,-0.93437,-0.07236,-0.00065,-0.031,0.696,0.697,0.733,1.075,0.440,-0.671,-0.732,0.549,-0.509,-0.101,0.568,310.12,100660.0,55.50,0,0
750534,-4.720,15.094,-5.324,7.709,7.403,0.79336,-0.52431,0.06930,0.30265,-0.020,0.699,0.705,1.075,1.172,0.684,-0.671,-0.916,0.366,-0.509,-0.099,0.569,310.14,100660.3,55.48,0,0
751929,-3.884,5.377,-2.213,2.888,0.703,0.52136,-0.84588,-0.03772,0.11052,-0.028,0.705,0.704,0.586,1.124,0.879,-0.671,-0.549,0.549,-0.509,-0.101,0.569,310.15,100660.1,55.49,0,0
753127,3.051,3.543,2.129,-3.012,0.662,0.21780,-0.96637,-0.12256,-0.07042,-0.026,0.705,0.707,0.586,1.124,0.586,-0.427,-1.099,0.427,-0.509,-0.099,0.570,310.12,100659.6,55.54,0,0
754437,17.974,10.596,-4.875,6.652,4.538,0.72014,-0.64772,0.03076,0.24858,-0.030,0.707,0.708,0.635,1.026,0.782,-0.732,-0.671,0.488,-0.509,-0.101,0.568,310.13,100659.9,55.51,0,0
755832,15.529,0.224,-0.776,0.728,0.045,0.41568,-0.90526,-0.07632,0.05507,-0.025,0.700,0.704,0.342,0.977,0.684,-1.099,-1.221,0.549,-0.510,-0.100,0.570,310.15,100660.1,55.50,0,0
757120,19.020,1.504,4.730,-4.434,2.411,0.10668,-0.95885,-0.17893,-0.19543,-0.022,0.704,0.703,0.537,1.221,0.586,-0.488,-0.671,0.488,-0.510,-0.102,0.568,310.14,100660.0,55.50,0,0
758485,13.889,-0.206,-4.945,4.198,2.509,0.59752,-0.75950,0.01585,0.25754,-0.021,0.704,0.703,0.733,1.026,0.342,-0.793,-0.916,0.305,-0.510,-0.099,0.570,310.16,100659.9,55.51,0,0
759793,-2.419,-7.893,0.914,-0.983,0.071,0.32535,-0.93924,-0.11424,-0.01472,-0.025,0.699,0.706,0.586,1.124,0.293,-0.732,-0.977,0.488,-0.512,-0.100,0.568,310.19,100660.7,55.45,0,0
761218,6.574,10.290,-6.703,6.720,7.948,0.75320,-0.51911,0.08545,0.39323,-0.025,0.699,0.706,0.440,0.928,0.537,-0.732,-0.854,0.610,-0.511,-0.098,0.569,310.15,100660.2,55.48,0,0
762463,-4.651,-1.048,-3.315,3.178,1.128,0.54001,-0.82370,-0.04344,0.16887,-0.029,0.701,0.706,0.489,0.879,0.733,-0.244,-1.038,0.183,-0.512,-0.099,0.567,310.16,100659.9,55.52,0,0
763916,-12.122,-2.650,2.775,-2.898,0.856,0.21323,-0.96054,-0.15670,-0.09262,-0.030,0.702,0.708,0.489,0.977,0.586,-0.854,-0.244,0.732,-0.511,-0.098,0.570,310.14,100659.9,55.51,0,0
765331,1.503,8.943,-6.166,5.998,5.268,0.69751,-0.63322,0.04363,0.33214,-0.025,0.699,0.708,0.684,0.879,0.684,-0.549,-0.610,0.549,-0.512,-0.099,0.569,310.18,100660.4,55.47,0,0
766531,0.278,-0.656,-1.878,1.635,0.276,0.46255,-0.87698,-0.07464,0.10993,-0.023,0.702,0.707,0.342,1.270,0.977,-0.305,-0.977,0.610,-0.511,-0.099,0.570,310.16,100660.0,55.50,0,0
767924,3.573,0.194,4.312,-3.683,1.763,0.15388,-0.95643,-0.19045,-0.16269,-0.029,0.708,0.706,0.684,1.221,0.782,-0.183,-0.916,0.671,-0.508,-0.101,0.569,310.17,100660.0,55.50,0,0
769199,8.237,0.530,-5.063,4.033,2.508,0.59336,-0.75996,0.00053,0.26579,-0.024,0.701,0.703,0.684,1.026,0.782,-0.671,-0.427,0.488,-0.512,-0.101,0.571,310.20,100659.7,55.53,0,0
770449,0.545,-6.921,0.803,-0.791,0.017,0.33663,-0.93376,-0.12642,-0.00249,-0.024,0.705,0.705,0.733,1.075,0.830,-0.549,-0.610,0.427,-0.512,-0.103,0.569,310.19,100660.3,55.48,0,0
771737,7.928,5.998,-6.619,6.432,6.687,0.73309,-0.56911,0.05637,0.36779,-0.027,0.705,0.706,0.684,1.026,0.782,-0.549,-0.732,0.427,-0.511,-0.101,0.571,310.18,100659.5,55.54,0,0
773027,-5.655,-4.593,-2.512,2.231,0.620,0.49560,-0.85519,-0.07332,0.13709,-0.031,0.700,0.702,0.635,0.928,0.440,-0.671,-0.610,0.488,-0.510,-0.103,0.569,310.20,100659.7,55.53,0,0
774257,-15.180,-5.551,2.990,-3.014,0.974,0.20182,-0.96061,-0.17222,-0.08992,-0.021,0.700,0.707,0.440,1.124,0.928,-0.732,-0.854,0.549,-0.511,-0.101,0.571,310.21,100660.4,55.47,0,0
775535,-17.412,0.741,-5.417,5.305,3.730,0.66129,-0.69468,0.00230,0.28431,-0.022,0.703,0.703,0.586,0.977,0.684,-0.793,-0.427,0.366,-0.509,-0.102,0.569,310.20,100659.9,55.52,0,0
776780,-28.055,-5.168,-0.529,0.334,0.104,0.40020,-0.90808,-0.11500,0.05722,-0.028,0.703,0.695,0.489,1.172,0.635,-0.610,-0.549,0.488,-0.510,-0.102,0.572,310.20,100660.1,55.50,0,0
778085,-27.158,1.063,5.203,-4.632,2.903,0.07897,-0.95407,-0.21128,-0.19970,-0.020,0.708,0.707,0.586,1.172,0.830,-1.221,-0.427,0.916,-0.510,-0.103,0.570,310.18,100660.0,55.50,0,0
779611,-20.192,6.125,-5.618,4.754,3.503,0.63391,-0.71508,0.01321,0.29510,-0.027,0.705,0.702,0.782,1.026,0.586,-0.854,-0.671,0.610,-0.510,-0.102,0.571,310.21,100659.8,55.52,0,0
780936,-17.968,-0.694,0.089,-0.253,0.029,0.36641,-0.92309,-0.11841,0.02935,-0.025,0.701,0.701,0.782,1.221,0.635,-0.793,-0.610,0.366,-0.510,-0.104,0.570,310.23,100660.2,55.48,0,0
782241,17.806,16.273,-3.440,8.869,7.666,0.86443,-0.47573,-0.03150,0.16346,-0.029,0.708,0.706,0.489,0.830,0.782,-0.854,-1.221,0.427,-0.508,-0.101,0.571,310.23,100660.3,55.48,0,0
783454,37.764,2.436,-1.862,4.653,1.337,0.60367,-0.78610,-0.09464,0.09946,-0.019,0.701,0.703,0.537,1.026,0.440,-0.671,-0.854,0.366,-0.508,-0.102,0.570,310.23,100660.5,55.46,0,0
784789,45.369,-10.535,0.847,-2.391,0.204,0.25725,-0.95597,-0.14455,0.01643,-0.027,0.708,0.704,0.782,0.977,0.977,-0.427,-1.099,0.549,-0.507,-0.101,0.570,310.22,100660.8,55.44,0,0
785979,40.350,-12.565,-2.959,7.564,4.273,0.76543,-0.62603,-0.06880,0.13662,-0.025,0.705,0.705,0.489,1.124,1.172,-0.488,-0.671,0.549,-0.507,-0.103,0.568,310.20,100660.5,55.46,0,0
787297,-2.481,-25.523,-0.702,1.429,0.089,0.44949,-0.88244,-0.12687,0.06557,-0.025,0.705,0.702,0.635,0.733,0.879,-0.732,-0.793,0.549,-0.508,-0.101,0.570,310.20,100660.2,55.49,0,0
788587,-37.558,-23.568,2.386,-4.966,1.697,0.09692,-0.98034,-0.17070,-0.04009,-0.027,0.701,0.706,0.635,1.319,1.124,-0.793,-0.610,0.427,-0.508,-0.103,0.570,310.21,100660.0,55.50,0,0
789847,-63.467,-19.287,-2.923,5.775,2.585,0.67381,-0.72179,-0.07492,0.14366,-0.029,0.704,0.701,0.928,1.221,0.782,-0.488,-0.488,0.671,-0.509,-0.101,0.571,310.21,100660.3,55.48,0,0
791140,-95.970,-22.388,0.134,-0.574,0.181,0.34994,-0.92599,-0.13976,0.04114,-0.024,0.700,0.697,0.342,1.417,0.782,-0.671,-1.099,0.427,-0.509,-0.103,0.569,310.20,100660.1,55.49,0,0
792490,-123.567,-4.200,-2.752,9.102,8.103,0.87870,-0.45903,-0.06796,0.11740,-0.023,0.702,0.705,0.440,0.928,0.391,-0.732,-1.099,0.610,-0.510,-0.101,0.570,310.20,100660.4,55.47,0,0
793733,1008.335,99.262,-1.546,4.805,-0.214,0.60987,-0.77905,-0.12463,0.08303,-0.025,0.703,0.702,0.537,1.075,0.440,-0.732,-0.671,0.305,-0.510,-0.103,0.569,310.17,100660.0,55.50,0,0
795143,4.436,2.077,0.760,-2.520,0.372,0.24763,-0.95509,-0.16326,0.03297,-0.028,0.702,0.702,0.586,0.977,0.879,0.122,-0.977,0.061,-0.512,-0.101,0.571,310.17,100660.4,55.47,0,0
796453,-10.229,13.519,-2.567,8.316,5.544,0.81371,-0.56498,-0.09339,0.10569,-0.030,0.707,0.697,0.489,0.733,0.586,-0.305,-0.366,0.488,-0.509,-0.108,0.569,310.20,100660.6,55.46,0,0
797726,-21.000,5.948,-0.945,2.704,0.476,0.51302,-0.84376,-0.14376,0.07217,-0.029,0.710,0.695,0.586,0.977,0.879,-0.916,-0.793,0.488,-0.513,-0.111,0.571,310.16,100659.7,55.53,0,0
799121,-19.236,7.515,1.387,-4.490,1.243,0.14069,-0.97592,-0.16902,0.02217,-0.024,0.711,0.696,0.635,1.221,0.879,-0.549,-0.732,0.427,-0.512,-0.113,0.570,310.14,100660.1,55.50,0,0
800366,-9.171,12.531,-2.050,6.707,3.080,0.71815,-0.68078,-0.11663,0.09199,-0.030,0.710,0.694,0.586,0.977,0.733,-0.427,-0.183,0.366,-0.513,-0.113,0.572,310.15,100660.4,55.47,0,0
801614,-8.036,6.691,-0.227,0.342,-0.023,0.39920,-0.90195,-0.15749,0.05804,-0.032,0.714,0.699,0.391,0.684,0.830,-0.610,-0.916,0.488,-0.513,-0.114,0.571,310.13,100660.7,55.45,0,0
803054,4.792,13.001,4.337,-5.818,3.258,0.00657,-0.96711,-0.21968,-0.13293,-0.036,0.702,0.705,0.440,0.977,0.537,-3.418,1.038,0.122,-0.534,-0.129,0.562,310.12,100660.6,55.46,0,0
804359,10.478,9.128,-3.382,3.990,1.603,0.59185,-0.77976,-0.09633,0.18345,-0.027,0.697,0.703,0.342,1.270,0.342,0.427,-1.099,-0.061,-0.511,-0.127,0.559,310.11,100660.0,55.50,0,0
805422,6.607,2.696,0.728,-1.008,0.041,0.32677,-0.92817,-0.17826,0.02643,-0.031,0.710,0.698,0.586,0.830,0.830,-0.610,-0.793,0.427,-0.519,-0.129,0.566,310.12,100660.1,55.49,0,0
806747,15.739,16.072,-6.209,7.074,7.403,0.78846,-0.51643,-0.01132,0.33443,-0.028,0.697,0.712,0.489,1.026,0.440,0.610,-0.977,0.183,-0.518,-0.127,0.557,310.13,100660.0,55.50,0,0
808022,4.030,3.714,-2.818,2.326,0.552,0.50700,-0.83478,-0.13645,0.16901,-0.029,0.718,0.709,0.684,0.977,0.635,-6.287,-0.366,1.648,-0.520,-0.131,0.563,310.16,100660.5,55.46,0,0
809040,-5.245,0.246,1.390,-1.609,0.214,0.22769,-0.95091,-0.20945,-0.00634,-0.038,0.612,0.784,0.537,1.026,0.782,-0.977,-0.610,0.427,-0.601,-0.118,0.527,310.15,100660.7,55.45,0,0
810480,3.272,15.213,-6.290,6.913,7.194,0.74932,-0.57097,-0.03599,0.33267,-0.035,0.611,0.787,0.489,1.026,0.635,-0.854,-0.183,0.366,-0.601,-0.114,0.528,310.16,100660.3,55.48,0,0
811715,-2.991,4.915,-2.897,2.926,0.923,0.48317,-0.84984,-0.14586,0.15530,-0.038,0.608,0.784,0.342,0.977,0.684,-1.160,-0.549,0.549,-0.616,-0.117,0.527,310.16,100661.1,55.41,0,0
812823,-5.582,2.628,2.088,-2.255,0.532,0.18028,-0.95747,-0.22434,-0.03458,-0.041,0.602,0.788,0.391,1.026,1.075,-1.099,-0.854,0.000,-0.610,-0.112,0.527,310.16,100660.2,55.49,0,0
814263,8.302,15.862,-6.350,6.383,6.343,0.71485,-0.61283,-0.04734,0.33255,-0.040,0.602,0.786,0.537,1.270,0.440,-0.732,-1.160,0.854,-0.613,-0.113,0.527,310.19,100660.1,55.49,0,0
815463,6.515,5.644,-2.576,2.394,0.672,0.45367,-0.86520,-0.15870,0.14576,-0.037,0.603,0.785,0.537,0.830,0.635,-0.610,-1.038,0.366,-0.616,-0.112,0.528,310.19,100659.8,55.52,0,0
